id,entry,complete_patent,patent_id,name,location,description,date
1,"55711. — COOMES, M. F., Arzt, und A. W. HYDE in Louisville, 6281/2 Fourth Street bezw. 828 Second Street, Grafschaft Jefferson, Staat Kentucky, V. St. A.; Vertreter: C. PIEPER in Berlin N.W., Hindersinstraſse 3. Verfahren zur Bereitung von Stahl. 26. Februar 1890. — A 252.",1,55711,"COOMES, M. F. und A. W. HYDE","Louisville, 6281/2 Fourth Street bezw. 828 Second Street, Grafschaft Jefferson, Staat Kentucky, V. St. A.",Verfahren zur Bereitung von Stahl.,26. Februar 1890
2,"56181. — VERSEN, B., in Dortmund, Heiligerweg 8. Verfahren und Vorrichtung zur Herstellung von Bessemer-Birnen-Böden. (Zusatz zum Patente Nr. 30634.) 15. Mai 1890. — A 363.",1,56181,"VERSEN, B.","Dortmund, Heiligerweg 8",Verfahren und Vorrichtung zur Herstellung von Bessemer-Birnen-Böden.,15. Mai 1890
3,"56195. — ADAMS, CH., in Pittsburgh, 110 Diamond Street, Pennsylvania, V. St. A.; Vertreter: F. EDMUND THODE & KNOOP in Dresden, Amalienstraſse 5. Unmittelbare Darstellung von Eisen aus seinen Erzen. 9. Juli 1890. — A 461.",1,56195,"ADAMS, CH.","Pittsburgh, 110 Diamond Street, Pennsylvania, V. St. A.",Unmittelbare Darstellung von Eisen aus seinen Erzen.,9. Juli 1890
4,"56205. — HERBERTZ, F. A., in Köln a. Rh. Schmelzofen mit Dampfstrahl. 12. August 1890. — A 461.",1,56205,"HERBERTZ, F. A.",Köln a. Rh.,Schmelzofen mit Dampfstrahl.,12. August 1890
5,"(†) 56395. — GINK, H., in Rosenberg, Oberpfalz. Bessemerbirne mit schlitzförmigen Windeinströmungsöffnungen. 2. März 1890. — A 461.",1,56395,"GINK, H.","Rosenberg, Oberpfalz",Bessemerbirne mit schlitzförmigen Windeinströmungsöffnungen.,2. März 1890
6,"56772. — STEIN, S., in Bonn, Clemensstr. 4. Verarbeitung von Erzschlacken in Flammöfen. (2. Zusatz zum Patente Nr. 47132.) 10. Juli 1890. — A 461.",1,56772,"STEIN, S.","Bonn, Clemensstr. 4",Verarbeitung von Erzschlacken in Flammöfen.,10. Juli 1890
7,"57164. — LÜHRMANN, F. W., in Düsseldorf. Aufgebevorrichtung für Schachtöfen. 25. Juli 1890. — A 663.",1,57164,"LÜHRMANN, F. W.",Düsseldorf,Aufgebevorrichtung für Schachtöfen.,25. Juli 1890
8,"57691. — BROWN, A. E., in Cleveland, Ohio, V. St. A.; Vertreter: G. BRANDT in Berlin S.W., Kochstraſse 4. Hochofenbeschickungsapparat. 3. Oktober 1890. — A 785.",1,57691,"BROWN, A. E.","Cleveland, Ohio, V. St. A.",Hochofenbeschickungsapparat.,3. Oktober 1890
9,"57729. — BATES, F. G., in Philadelphia, Pennsylvania, V. St. A.; Vertreter: C. FEHLERT & G. LOUBIER, in Firma C. KESSELER, in Berlin N.W., Dorotheenstr. 32. Zusatz von Kryolith beim Cementiren von Eisen. 20. Mai 1890. — A 785.",1,57729,"BATES, F. G.","Philadelphia, Pennsylvania, V. St. A.",Zusatz von Kryolith beim Cementiren von Eisen.,20. Mai 1890
10,"57880. — COOMES, M. F., und A. W. HYDE in Louisville, Staat Kentucky, V. St. A.; Vertreter: TH. LORENZ in Berlin S.W., Hornstr. 11. Bad zum Härten von Stahl und Eisen. 12. November 1890. — A 785.",1,57880,"COOMES, M. F. und A. W. HYDE","Louisville, Staat Kentucky, V. St. A.",Bad zum Härten von Stahl und Eisen.,12. November 1890
11,"57883. — THE CARBON IRON COMPANY in New-York, V. St. A.; Vertreter: J. MOELLER in Würzburg. Verfahren zur Erzeugung von Eisen unmittelbar aus Erzen. 26. November 1890. — A 785.",1,57883,THE CARBON IRON COMPANY,"New-York, V. St. A.",Verfahren zur Erzeugung von Eisen unmittelbar aus Erzen.,26. November 1890
12,"57887. — LANGER, TH., in Nimburg, Böhmen; Vertreter: R. LÜDERS in Görlitz. Schmelzender Einsatz für Härtezzwecke. (Zusatz zum Patente Nr. 55544.) 24. Januar 1891. — A 663.",1,57887,"LANGER, TH.","Nimburg, Böhmen",Schmelzender Einsatz für Härtezzwecke.,24. Januar 1891
13,"58804. — MACKINTIRE, J., in Sheffield, 27 Victoria Road, Broomhall Park, Grafsch. York, England; Vertreter: C. PIEPER in Berlin N.W., Hindersinstraſse 3. Schmelzen von Eisen mit Zuschlägen. 20. November 1890. — A 939.",1,58804,"MACKINTIRE, J.","Sheffield, 27 Victoria Road, Broomhall Park, Grafsch. York, England",Schmelzen von Eisen mit Zuschlägen.,20. November 1890
14,"59295. — MANNESMANN, R., in Berlin N.W., Pariser Platz 6. Verfahren und Einrichtungen zum Mischen feuerflüssiger Stoffe. 3. Februar 1891. — A 1087.",1,59295,"MANNESMANN, R.","Berlin N.W., Pariser Platz 6",Verfahren und Einrichtungen zum Mischen feuerflüssiger Stoffe.,3. Februar 1891
15,"59930. — SIEMENS, F., in Dresden. Flammofen zur Herstellung von Fluſseisen, zum Schmelzen von Metallen, sowie zum Glühen und Rösten von Erzen. 29. Oktober 1890.",1,59930,"SIEMENS, F.",Dresden,"Flammofen zur Herstellung von Fluſseisen, zum Schmelzen von Metallen, sowie zum Glühen und Rösten von Erzen.",29. Oktober 1890
16,"60019. — DANGO & DIENENTHAL in Siegen-Sieghütte, Westf. Windform. 17. Februar 1891.",1,60019,DANGO & DIENENTHAL,"Siegen-Sieghütte, Westf.",Windform.,17. Februar 1891
17,"60078. — THE CARBON IRON COMPANY in New-York, V. St. A.; Vertreter: J. MOELLER in Würzburg. Verfahren zur Gewinnung eines hochgekohlten Eisens unmittelbar aus Erzen unter Benutzung eines Kupolofens. 26. November 1890.",1,60078,THE CARBON IRON COMPANY,"New-York, V. St. A.",Verfahren zur Gewinnung eines hochgekohlten Eisens unmittelbar aus Erzen unter Benutzung eines Kupolofens.,26. November 1890
18,"60265. — DANTON, J. D., in Paris; Vertreter: F. C. GLASER, Königl. Geh. Kommissionsrath, in Berlin S.W., Lindenstr. 80. Verfahren zur Herstellung von Roheisen. 23. Mai 1890.",1,60265,"DANTON, J. D.",Paris,Verfahren zur Herstellung von Roheisen.,23. Mai 1890
19,"60268. — IMBERT, A., und G. JULLIEN in Paris, Chaussée d'Antin Nr. 58 bis; Vertreter: F. EDMUND THODE & KNOOP in Dresden. Verfahren zur Herstellung von Metallblöcken aus ungeschmolzenem Metall. 8. Januar 1891.",1,60268,"IMBERT, A. und G. JULLIEN","Paris, Chaussée d'Antin Nr. 58 bis",Verfahren zur Herstellung von Metallblöcken aus ungeschmolzenem Metall.,8. Januar 1891
20,"60528. — MANNESMANN, R., in Berlin N.W., Pariser Platz 6. Verfahren und Einrichtung, um feste Körper in feuerflüssige Bäder einzuführen oder dieselben und feuerflüssige Bäder auf einander einwirken zu lassen. 17. Februar 1891.",1,60528,"MANNESMANN, R.","Berlin N.W., Pariser Platz 6","Verfahren und Einrichtung, um feste Körper in feuerflüssige Bäder einzuführen oder dieselben und feuerflüssige Bäder auf einander einwirken zu lassen.",17. Februar 1891
21,"(†) 55465. — ZIMMERMANN, E., in Hanau, Neue Anlage 8. Schienennagel mit abnehmbarer Stütze. 10. Mai 1890. — A 192.",1,55465,"ZIMMERMANN, E.","Hanau, Neue Anlage 8",Schienennagel mit abnehmbarer Stütze.,10. Mai 1890
22,"55476. — SCHULER, J., in Bochum. Schienenstofsverbindung. 10. August 1890. — A 169.",1,55476,"SCHULER, J.",Bochum,Schienenstofsverbindung.,10. August 1890
23,"55816. — FRIEDLAENDER & JOSEPHSON in Berlin N., Sellerstr. 6. Stofsfangschiene. 28. August 1890. — A 239.",1,55816,FRIEDLAENDER & JOSEPHSON,"Berlin N., Sellerstr. 6",Stofsfangschiene.,28. August 1890
24,"(†) 55890. — REINECKE, E., und F. HOHMANN in Leipzig-Neusellerhausen, Hauptstr. Nr. 1. Strafsenkehrmaschine mit schwingender Bürste. 30. Juli 1890. — A 269.",1,55890,"REINECKE, E., und F. HOHMANN","Leipzig-Neusellerhausen, Hauptstr. Nr. 1",Strafsenkehrmaschine mit schwingender Bürste.,30. Juli 1890
25,"56040. — DICKERTMANN, G., in Berlin S.W., Friedrichstraſse 52. Querverbindung bei einem Langschwellen-Oberbau. (Zusatz zum Patente Nr. 52549.) 10. August 1890. — A 320.",1,56040,"DICKERTMANN, G.","Berlin S.W., Friedrichstraſse 52",Querverbindung bei einem Langschwellen-Oberbau,10. August 1890
26,"56125. — CULIN, G. A. A., in Hamburg, Wandsbecker Chaussee Nr. 11. Langschwellen-Oberbau für Strafsen-Eisenbahnen. 30. September 1890. — A 341.",1,56125,"CULIN, G. A. A.","Hamburg, Wandsbecker Chaussee Nr. 11",Langschwellen-Oberbau für Strafsen-Eisenbahnen.,30. September 1890
27,"(†) 56248. — PÜHLER, G., in München. Einsatzstück für Schienenstöfse. 13. August 1890. — A 341.",1,56248,"PÜHLER, G.",München,Einsatzstück für Schienenstöfse.,13. August 1890
28,56254. — MASCHINENFABRIK DEUTSCHLAND in Dortmund. Weiche mit zur Fahrschiene parallel verstellbaren Zungen. 18. September 1890. — A 341.,1,56254,MASCHINENFABRIK DEUTSCHLAND,Dortmund,Weiche mit zur Fahrschiene parallel verstellbaren Zungen.,18. September 1890
29,"56365. — NOSSIAN, W., und J. OEHLER in Wien; Vertreter: M. M. ROTTEN in Berlin N.W., Schiffbauerdamm 29a. Kehrichtwagen. 19. Juni 1890. — A 341.",1,56365,"NOSSIAN, W. und J. OEHLER",Wien,Kehrichtwagen.,19. Juni 1890
30,"56647. — PFISTER, J., in Agram; Vertreter: R. LÜDERS in Görlitz. Schienennagel mit Vorrichtung zur Aufnahme eines Sicherheitsnagels. 19. Oktober 1890. — A 433.",1,56647,"PFISTER, J.",Agram,Schienennagel mit Vorrichtung zur Aufnahme eines Sicherheitsnagels.,19. Oktober 1890
31,"(†) 56798. — HUET, P., im Haag, Holland, Laan van Meerdervoort Nr. 101; Vertreter: E. LIEBING (ALFRED LORENTZ Nachf.) in Berlin N., Chausseestr. 38. Schraubenbolzen mit Hülse zur Befestigung in Holz. 27. Juni 1890. — A 491.",1,56798,"HUET, P.","im Haag, Holland, Laan van Meerdervoort Nr. 101",Schraubenbolzen mit Hülse zur Befestigung in Holz.,27. Juni 1890
32,"56831. — DAVIES, TH., in Toronto, Ontario, Canada; Vertreter: H. & W. PATAKY in Berlin N.W., Luisenstraſse 25. Schienenstuhl, welcher gleichzeitig zur Schraubensicherung dient. 8. November 1890. — A 491.",1,56831,"DAVIES, TH.","Toronto, Ontario, Canada","Schienenstuhl, welcher gleichzeitig zur Schraubensicherung dient.",8. November 1890
33,"57185. — BARRETT, TH., und E. A. COPP in Adelaide, Victoria Buildings, Greenfield Street, Südaustralien; Vertreter: H. & W. PATAKY in Ber",0,57185,"BARRETT, TH., und E. A. COPP","Adelaide, Victoria Buildings, Greenfield Street, Südaustralien",NaN,NaN
