id,entry,complete_patent,patent_id,name,location,description,date
1,system und obere Mangelwalze ein Preßcylinder eingefügt ist. 2/7 93. — A 607.,1,NaN,NaN,NaN,system und obere Mangelwalze ein Preßcylinder eingefügt ist.,2/7 93
2,"75650. Legrand, J. P., & Cie, Paris; Vertr.: A. Mühle u. W. Ziolecki, Berlin W., Friedrichstr. 78. Maschine zum Waschen und Walken von Geweben in ausgebreitetem Zustande. 28/11 93. — A 607.",1,75650,"Legrand, J. P., & Cie",Paris,Maschine zum Waschen und Walken von Geweben in ausgebreitetem Zustande.,28/11 93
3,"75651. Haubold jr., C. G., Chemnitz. Dekatircylinder. 3/12 93. — A 607.",1,75651,"Haubold jr., C. G.",Chemnitz,Dekatircylinder.,3/12 93
4,"75653. Wolff, J., Groß-Gerau b/Darmstadt. Staubfreier und wärmeisolirender Bodenbelag. 21/12 93. — A 607.",1,75653,"Wolff, J.",Groß-Gerau b/Darmstadt,Staubfreier und wärmeisolirender Bodenbelag.,21/12 93
5,"75748. Eger, J., Dessau, Zerbsterstr. 45. Meßapparat für Gewebe u. dgl. zwecks Ermittelung der Waarenlänge ohne Abwickeln der Waare von den Wickelbrettern. 24/10 93. — A 626.",1,75748,"Eger, J.","Dessau, Zerbsterstr. 45",Meßapparat für Gewebe u. dgl. zwecks Ermittelung der Waarenlänge ohne Abwickeln der Waare von den Wickelbrettern.,24/10 93
6,"75896. Neuhaus Nachf., H. J., Krefeld. Verfahren zum Beschweren von Seide und Schappe. 25/1 93. — A 655.",1,75896,"Neuhaus Nachf., H. J.",Krefeld,Verfahren zum Beschweren von Seide und Schappe.,25/1 93
7,"75992. Cassella, Leopold, & Co., Frankfurt a/M. Erzeugung von Polyazofarbstoffen auf der Faser unter Anwendung der Amidonaphtoldisulfosäure H. 17/3 91. — A 829.",1,75992,"Cassella, Leopold, & Co.",Frankfurt a/M,Erzeugung von Polyazofarbstoffen auf der Faser unter Anwendung der Amidonaphtoldisulfosäure H.,17/3 91
8,"75993. Salm, H., u. H. Hilpert, Kottbus. Garnfärbemaschine mit Vorrichtung zur Verhütung des Verwirrens der Garnsträhne. 10/12 91. — A 699.",1,75993,"Salm, H. und H. Hilpert",Kottbus,Garnfärbemaschine mit Vorrichtung zur Verhütung des Verwirrens der Garnsträhne.,10/12 91
9,"76028. Böttcher, W., Northeim, Hann. Verfahren zur Herstellung von Holzmaser. 28/11 93. — A 655.",1,76028,"Böttcher, W.","Northeim, Hann.",Verfahren zur Herstellung von Holzmaser.,28/11 93
10,"76057. Barmann, C., Berlin S.O., Wrangelstr. 138. Querbürstmaschine zum Weich- und Reinbürsten von Geweben mit unterhalb der Gewebe laufenden Bürsten. 31/12 93. — A 700.",1,76057,"Barmann, C.","Berlin S.O., Wrangelstr. 138",Querbürstmaschine zum Weich- und Reinbürsten von Geweben mit unterhalb der Gewebe laufenden Bürsten.,31/12 93
11,"76058. Haubold jr., C. G., Chemnitz. Stoßkalander mit durch Electricität bewegten Stampfen. 20/1 94. — A 655.",1,76058,"Haubold jr., C. G.",Chemnitz,Stoßkalander mit durch Electricität bewegten Stampfen.,20/1 94
12,"76170. Matter & Cie, Rouen, Frankr.; Vertr.: F. Wirth u. Dr. R. Wirth, Frankfurt a/M. Rauhmaschine mit auf einer oder beiden Seiten des zu rauhenden Stoffes in einer Ebene liegenden Rauhwalzen. 16/2 93. — A 759.",1,76170,Matter & Cie,"Rouen, Frankr.",Rauhmaschine mit auf einer oder beiden Seiten des zu rauhenden Stoffes in einer Ebene liegenden Rauhwalzen.,16/2 93
13,"76176. Trippin, W., Manchester; Vertr.: A. Mühle u. W. Ziolecki, Berlin W., Friedrichstr. 78. Apparat zum Waschen, Entfetten, Bleichen und Färben von Textilstoffen. 21/5 93. — A 771.",1,76176,"Trippin, W.",Manchester,"Apparat zum Waschen, Entfetten, Bleichen und Färben von Textilstoffen.",21/5 93
14,"76206. Gutherlet, H. W., Buchholz i/S. Verfahren zur Herstellung von geschmeidig bleibenden Sargonamenten aus Atlas, Sammt, Seide u. s. w. oder Imitation in Verbindung mit Gold-, Silber- oder anderem Metallpapier. 30/7 93. — A 680.",1,76206,"Gutherlet, H. W.",Buchholz i/S.,"Verfahren zur Herstellung von geschmeidig bleibenden Sargonamenten aus Atlas, Sammt, Seide u. s. w. oder Imitation in Verbindung mit Gold-, Silber- oder anderem Metallpapier.",30/7 93
15,"76212. Radeck, D., Polsnitz b/Freiburg i/Schl. Druckwalze für Garnfärbe- und Schlicht-Maschinen. 9/12 93. — A 700.",1,76212,"Radeck, D.",Polsnitz b/Freiburg i/Schl.,Druckwalze für Garnfärbe- und Schlicht-Maschinen.,9/12 93
16,"76234. Cassella, Leopold, & Co., Frankfurt a/M. Verfahren zur Herstellung von farbigen Aetzmustern auf Azofarbenengrund. 31/8 92. — A 829.",1,76234,"Cassella, Leopold, & Co.",Frankfurt a/M,Verfahren zur Herstellung von farbigen Aetzmustern auf Azofarbenengrund.,31/8 92
17,"(†) 76292. Hoffmann, L., Plauen. Verfahren zur Herstellung von luft- und waschechtem Schablonen-Buntdruck. 25/9 92. — A 746.",1,76292,"Hoffmann, L.",Plauen,Verfahren zur Herstellung von luft- und waschechtem Schablonen-Buntdruck.,25/9 92
18,"76337. Clavel, A., Basel, Schweiz; Vertr.: F. Wirth u. Dr. R. Wirth, Frankfurt a/M. Maschine zum Färben von Garn in Strähnen. 7/7 93. — A 746.",1,76337,"Clavel, A.","Basel, Schweiz",Maschine zum Färben von Garn in Strähnen.,7/7 93
19,"76338. Scharrer, C., Heidenheim a/d. Brenz. Reinigungsmaschine für Gewebe u. s. w., mit durch Bänder od. dgl. parallel zur Achse befestigten Klopfstäben. 14/7 93. — A 746.",1,76338,"Scharrer, C.",Heidenheim a/d. Brenz,"Reinigungsmaschine für Gewebe u. s. w., mit durch Bänder od. dgl. parallel zur Achse befestigten Klopfstäben.",14/7 93
20,"76515. Mora, F., Mailand; Vertr.: H. Pataky u. W. Pataky Berlin N.W., Luisenstr. 25. Verfahren zur Herstellung imitirter Ledertapete aus Baumwollstoff. 2/9 93. — A 759.",1,76515,"Mora, F.",Mailand,Verfahren zur Herstellung imitirter Ledertapete aus Baumwollstoff.,2/9 93
21,"76525. Gantenberg, F. W., Aue i/S. Bügel- maschine für unebene und konische Wäschestücke. 27/1 94. — A 759.",1,76525,"Gantenberg, F. W.",Aue i/S.,Bügel- maschine für unebene und konische Wäschestücke.,27/1 94
22,"76540. Graegers chemisch-technische Fabrik, Mühlhausen i/Th. Verfahren zum Walken von Gewebstoffen. 21/4 93. — A 829.",1,76540,Graegers chemisch-technische Fabrik,Mühlhausen i/Th.,Verfahren zum Walken von Gewebstoffen.,21/4 93
23,"76743. Cramby, M., Bradford, Engl.; Vertr.: F. Wirth u. Dr. R. Wirth, Frankfurt a/M. Maschine zum Zerschneiden von Geweben u. s. w. zu Musterabschnitten. 18/1 94. — A 759.",1,76743,"Cramby, M.","Bradford, Engl.",Maschine zum Zerschneiden von Geweben u. s. w. zu Musterabschnitten.,18/1 94
24,"76812. Sarferd, H., Chemnitz, Zwickauerstr. 100. Dekatirmaschine mit kreisendem Dekatircylinder. 6/4 92. — A 857.",1,76812,"Sarferd, H.","Chemnitz, Zwickauerstr. 100",Dekatirmaschine mit kreisendem Dekatircylinder.,6/4 92
25,"76836. Forstmann, C., Bocholt. Rauhmaschine mit sich parallel zur Drehachse verschiebenden Rauhwalzen. 15/12 93. — A 759.",1,76836,"Forstmann, C.",Bocholt,Rauhmaschine mit sich parallel zur Drehachse verschiebenden Rauhwalzen.,15/12 93
26,"(†) 77062. Neumann, L. C., Chemnitz, Neustädter Markt 2. Apparat zum Bedrucken der für Plüschweberei bestimmten Kettenfäden. 8/4 92. — A 883.",1,77062,"Neumann, L. C.","Chemnitz, Neustädter Markt 2",Apparat zum Bedrucken der für Plüschweberei bestimmten Kettenfäden.,8/4 92
27,"77097. Jacob, H., Argenteuil; Vertr.: C. Pataky Berlin S., Prinzenstr. 100. Maschine zur Herstellung eines seidenartigen Glanzes auf Fäden durch Auftragen von Kollodium. 12/10 93. — A 883.",1,77097,"Jacob, H.",Argenteuil,Maschine zur Herstellung eines seidenartigen Glanzes auf Fäden durch Auftragen von Kollodium.,12/10 93
28,"77098. Lucas, A., Poquetannoc, New-London, V. St. A.; Vertr.: G. Dedreux, München. Wickelbrett. 25/11 93. — A 857.",1,77098,"Lucas, A.","Poquetannoc, New-London, V. St. A.",Wickelbrett.,25/11 93
29,"77117. Siemens & Halske, Berlin u. D. Keserstein sen. u. D. Keserstein jr., i/F. Greisenberger Blech- und Appreturanstalt, Greisenberg i/Schl. Bleichverfahren mittels künstlicher Ozonnebel und schwacher Chlorbleichsalzlösungen. 12/8 92. — A 983.",1,77117,Siemens & Halske und D. Keserstein sen. u. D. Keserstein jr.,Berlin u. Greisenberg i/Schl.,Bleichverfahren mittels künstlicher Ozonnebel und schwacher Chlorbleichsalzlösungen.,12/8 92
30,"77128. Kellner, Dr. C., Wien; Vertr.: C. Pieper u. H. Springmann, Berlin N.W., Hindersinstr. 3. Elektrodensystem zur Zerlegung von Salzlösungen für Bleichflüssigkeiten. 23/9 93. — A 983.",1,77128,"Kellner, Dr. C.",Wien,Elektrodensystem zur Zerlegung von Salzlösungen für Bleichflüssigkeiten.,23/9 93
31,"77219. Gantenberg, F. W., Aue i/S. Maschine zum Ebnen und Glätten der Ränder von aus mehreren Stofflagen bestehenden Wäschestücken, insbesondere Kragen, Manschetten u. dgl. 12/1 94. — A 869.",1,77219,"Gantenberg, F. W.",Aue i/S.,"Maschine zum Ebnen und Glätten der Ränder von aus mehreren Stofflagen bestehenden Wäschestücken, insbesondere Kragen, Manschetten u. dgl.",12/1 94
32,"77552. Farbwerke vorm. Meister Lucius & Brüning, Höchst a/M. Verfahren zur Herstellung von Farbstoffen auf Wolle mit Hilfe der Sulfosäuren der hydroxylirten und amidirten Naphtole, bezw. der hydroxylirten Naphtylamine. 22/9 91. — A 958.",1,77552,Farbwerke vorm. Meister Lucius & Brüning,Höchst a/M,"Verfahren zur Herstellung von Farbstoffen auf Wolle mit Hilfe der Sulfosäuren der hydroxylirten und amidirten Naphtole, bezw. der hydroxylirten Naphtylamine.",22/9 91
33,"77613. Trippin, W., Manchester; Vertr.: A. Mühle u. W. Ziolecki, Berlin W., Friedrichstr. 78. Apparat zum Waschen, Entfetten, Bleichen und Färben von Textilstoffen mit in zwei einander entgegengesetzten Richtungen durch das Material geführter Flotte od. dgl. 21/5 93. — A 958.",1,77613,"Trippin, W.",Manchester,"Apparat zum Waschen, Entfetten, Bleichen und Färben von Textilstoffen mit in zwei einander entgegengesetzten Richtungen durch das Material geführter Flotte od. dgl.",21/5 93
34,"77624. Knemeyer, H. W., Herford. Garnbürstmaschine. 15/10 93. — A 933.",1,77624,"Knemeyer, H. W.",Herford,Garnbürstmaschine.,15/10 93
35,"77626. Maertens, E., Providence, V. St. A.; Vertr.: A. Baermann, Berlin W., Luisenstr. 43/44. Verfahren zum Färben und anderweiten Behandeln von Kammzug. 25/10 93. — A 958.",1,77626,"Maertens, E.","Providence, V. St. A.",Verfahren zum Färben und anderweiten Behandeln von Kammzug.,25/10 93
36,"77645. Hor, A., Krefeld, Südstr. 101. Kasten zum Verpacken von Sammt, Plüsch und ähnlichen Stoffen. 24/1 94. — A 958.",1,77645,"Hor, A.","Krefeld, Südstr. 101","Kasten zum Verpacken von Sammt, Plüsch und ähnlichen Stoffen.",24/1 94
37,"77655. Fabian, R., Groß-Schönau i/S. Maschine zum Auflockern und Trocknen von Garnsträhnen. 20/2 94. — A 958.",1,77655,"Fabian, R.",Groß-Schönau i/S.,Maschine zum Auflockern und Trocknen von Garnsträhnen.,20/2 94
38,"77658. Reffitt, J., Leeds, York; Vertr.: R. Worms, Berlin N., Oranienburgerstr. 23. Apparat zum Färben von gewebten und gefilzten Waaren, sowie von Garn in ausgebreitetem Zustande. 21/2 94. — A 959.",1,77658,"Reffitt, J.","Leeds, York","Apparat zum Färben von gewebten und gefilzten Waaren, sowie von Garn in ausgebreitetem Zustande.",21/2 94
39,"77664. Weiß-Frieß, Firma, Kingersheim, Kr. Mül-",0,77664,"Weiß-Frieß, Firma","Kingersheim, Kr. Mül-",NaN,NaN
