id,entry,complete_patent,patent_id,name,location,description,date
1,"(†) 102377. Bulwer, A. J., Milan, V. St. A.; Vertr.: Dr S. Hamburger, Berlin, Leipzigerstr. 19. Feuerungsrost. 6/4 98. — A 466.",1,102377,"Bulwer, A. J.","Milan, V. St. A.",Feuerungsrost.,6/4 98
2,"102378. Meurer, O., Köln. Verfahren, flüssige Kohlenwasserstoffe, Petroleumrückstände, Theer, Naphta u. s. w. zu verbrennen. 5/5 98. — A 449.",1,102378,"Meurer, O.",Köln,"Verfahren, flüssige Kohlenwasserstoffe, Petroleumrückstände, Theer, Naphta u. s. w. zu verbrennen.",5/5 98
3,"102379. Wezel, J., Leipzig, Dresdenerstr. 17. Luftabschließender Brennstoffbeschicker für Feuerungen. 25/6 98. — A 486.",1,102379,"Wezel, J.","Leipzig, Dresdenerstr. 17",Luftabschließender Brennstoffbeschicker für Feuerungen.,25/6 98
4,"102380. Humphrey, Ch., Almond, V. St. A.; Vertr.: M. J. Hahlo, Berlin, Luisenstr. 39. Sauggebläse zum Abführen von Rauch und Abdampf. 20/7 98. — A 466.",1,102380,"Humphrey, Ch. und Almond","Almond, V. St. A.",Sauggebläse zum Abführen von Rauch und Abdampf.,20/7 98
5,"102381. Wegener, C., Berlin, Gitschinerstr. 14/15. Verbrennungsöfen für Müll u. dgl.; Zus. z. Pat. 90797. 25/8 98. — A 467.",1,102381,"Wegener, C.",Berlin,Verbrennungsöfen für Müll u. dgl.,25/8 98
6,"102406. Tirley, A., Eperjes, Ung.; Vertr.: H. Pataky u. W. Pataky, Berlin, Luisenstr. 25. Selbstthätige Zugregelung für Feuerungen. 7/7 98. — A 449.",1,102406,"Tirley, A.","Eperjes, Ung.",Selbstthätige Zugregelung für Feuerungen.,7/7 98
7,"102651. Industrie-Aktiengesellschaft Lichtenberg, Berlin. Feuerungsanlage. 23/3 97. — A 467.",1,102651,Industrie-Aktiengesellschaft Lichtenberg,Berlin,Feuerungsanlage.,23/3 97
8,"102652. Russell, W. M., u. T. Asencio, New-York; Vertr.: A. Baermann, Berlin, Karlstr. 40. Kohlenstaubfeuerung. 31/8 98. — A 522.",1,102652,"Russell, W. M., u. T. Asencio",New-York,Kohlenstaubfeuerung.,31/8 98
9,"(†) 102677. Wegmann-Hauser, A., Enge-Zürich; Vertr.: C. Pieper, H. Springmann u. Th. Stort, Berlin, Hindersinstr. 3. Beschickungs-Vorrichtung. 31/7 97. — A 536.",1,102677,"Wegmann-Hauser, A.",Enge-Zürich,Beschickungs-Vorrichtung.,31/7 97
10,"102678. Gasch, H., Friedenshütte b. Morgenroth, O/S. Roßfeuerung. 4/1 98. — A 449.",1,102678,"Gasch, H.","Friedenshütte b. Morgenroth, O/S",Roßfeuerung.,4/1 98
11,"102679. Bechem, A., i. F. Bechem & Post, Hagen i/W. Zugregler. 13/5 98. — A 467.",1,102679,"Bechem, A., i. F. Bechem & Post",Hagen i/W,Zugregler.,13/5 98
