id,entry,complete_patent,patent_id,name,location,description,date
1,"(†) 14614. — BRÖKELMANN, JAEGER & CO. in Neheim. Neuerungen an den unter P. R. 6591 patentirten Federn zum Andrücken des Dochtes an die Triebräder bei Brennern. 19. Mai 1880. — A 665.",1,14614,"BRÖKELMANN, JAEGER & CO.",Neheim,Neuerungen an den unter P. R. 6591 patentirten Federn zum Andrücken des Dochtes an die Triebräder bei Brennern.,19. Mai 1880
2,"14689. — KHOTINSKY, A. M., Marine-Lieutenant in St. Petersburg; Vertreter: F. E. THODE & KNOOP in Dresden, Augustusstrasse 3. Beleuchtungsmethode mit Sauerstoffgas und zugehörige Apparate. 6. Januar 1881. — A 733.",1,14689,"KHOTINSKY, A. M.",St. Petersburg,Beleuchtungsmethode mit Sauerstoffgas und zugehörige Apparate.,6. Januar 1881
3,"14709. — RAPHAEL, M., in Breslau. Insektenschützer aus Glimmer für Lampen. 9. Januar 1881. — A 771.",1,14709,"RAPHAEL, M.",Breslau,Insektenschützer aus Glimmer für Lampen.,9. Januar 1881
4,"14796. — GASSEN, B., in Coblenz a. Rh., Schlofsstrafse 22. Sicherheits - Hängelampe. 30. November 1880. — A 715.",1,14796,"GASSEN, B.","Coblenz a. Rh., Schlofsstrafse 22",Sicherheits - Hängelampe.,30. November 1880
5,"(†) 14888. — HECHT & KOEPPE in Leipzig, Rofsplatz 6. Kerzenhalter mit Winkelhebeln. 16. Oktober 1880. — A 715.",1,14888,HECHT & KOEPPE,"Leipzig, Rofsplatz 6",Kerzenhalter mit Winkelhebeln.,16. Oktober 1880
6,"14912. — HALLER, G., in Ottensen. Dochtführung für Flachbrenner mittelst in mehreren Reihen über einander gelegener Triebrädchen. 10. Februar 1881. — A 715.",1,14912,"HALLER, G.",Ottensen,Dochtführung für Flachbrenner mittelst in mehreren Reihen über einander gelegener Triebrädchen.,10. Februar 1881
7,"14913. — BÄHR, H., in Dresden. Vorrichtung zur Erzeugung verschiedenfarbigen Lichtes für Theaterfufsrampen. 3. Februar 1881. — A 733.",1,14913,"BÄHR, H.",Dresden,Vorrichtung zur Erzeugung verschiedenfarbigen Lichtes für Theaterfufsrampen.,3. Februar 1881
8,"14914. — KUNATH, E., in Danzig. Windsicheres Laternendach mit Reflektor. 23. Februar 1881. — A 2182.",1,14914,"KUNATH, E.",Danzig,Windsicheres Laternendach mit Reflektor.,23. Februar 1881
9,"14920. — ZORN, H., in Berlin SW., Neuenburgerstrafse 16. Neuerungen an Lampen. 1. Oktober 1880. — A 715.",1,14920,"ZORN, H.","Berlin SW., Neuenburgerstrafse 16",Neuerungen an Lampen.,1. Oktober 1880
10,"14932. — GEBLER, H., in Pirna. Kombinirte Schraubvorrichtung und Führungseinrichtung zum Auf- und Niederbewegen des Zugcylinders. 30. September 1880. — A 771.",1,14932,"GEBLER, H.",Pirna,Kombinirte Schraubvorrichtung und Führungseinrichtung zum Auf- und Niederbewegen des Zugcylinders.,30. September 1880
11,"15013. — DELAIRE, J. F., in Haine, St. Pierre, Belgien; Vertreter: A. LORENTZ in Berlin SW., Lindenstrafse 67. Auslöschvorrichtung an Petroleumlampen. 14. Dezember 1880. — A 715.",1,15013,"DELAIRE, J. F.","Haine, St. Pierre, Belgien",Auslöschvorrichtung an Petroleumlampen.,14. Dezember 1880
12,"(†) 15038. — SCHARF, H., in Baukau bei Herne. Neuerungen an dem SCHRÖDER'schen Wetterlampenverschlufs mittelst Plombe. (P. R. 10906 vom 8. Februar 1880.) 30. September 1880. — A 716.",1,15038,"SCHARF, H.",Baukau bei Herne,Neuerungen an dem SCHRÖDER'schen Wetterlampenverschlufs mittelst Plombe.,30. September 1880
13,"15041. — HEINZERLING, Dr. CHR., & V. HAMMERAN in Frankfurt a. M. Neuerungen an Sicherheitslampen zur Erhöhung der Leuchtkraft. 30. Dezember 1880. — A 4382.",1,15041,"HEINZERLING, Dr. CHR., & V. HAMMERAN",Frankfurt a. M.,Neuerungen an Sicherheitslampen zur Erhöhung der Leuchtkraft.,30. Dezember 1880
14,"15051. — SCHÜSSLER, H., in Berlin, Wilhelmstr. 106. Neuerungen an Vorrichtungen zum Auslöschen von Petroleumlampen. 22. Januar 1881. — A 733.",1,15051,"SCHÜSSLER, H.","Berlin, Wilhelmstr. 106",Neuerungen an Vorrichtungen zum Auslöschen von Petroleumlampen.,22. Januar 1881
15,"15063. — THOFEHRN, M. H., in Hannover. Coupélaterne für schweres Mineralöl mit zwei Abfallrohren. 26. Oktober 1880. — A 771.",1,15063,"THOFEHRN, M. H.",Hannover,Coupélaterne für schweres Mineralöl mit zwei Abfallrohren.,26. Oktober 1880
16,"15089. — BREWER, W. J., in Bombay, Indien; Vertreter: F. E. THODE & KNOOP in Dresden, Augustusstrasse 3 II. Neuerungen in der Anordnung von Reflektoren in Strafsen-, Eisenbahn-, Wagen- und anderen Lampen und Laternen. 3. März 1881. — A 750.",1,15089,"BREWER, W. J.","Bombay, Indien","Neuerungen in der Anordnung von Reflektoren in Strafsen-, Eisenbahn-, Wagen- und anderen Lampen und Laternen.",3. März 1881
17,"15150. — KOETZ, G., in Elversberg bei Saarbrücken. Sicherheitslampenverschlufs bei Anwendung eines Magneten. 16. Januar 1881. — A 772.",1,15150,"KOETZ, G.",Elversberg bei Saarbrücken,Sicherheitslampenverschlufs bei Anwendung eines Magneten.,16. Januar 1881
18,"15274. — SCHUMANN, O., in Hamburg. Hohlglasreflektor in Kuppelform. 19. Februar 1880. — A 789.",1,15274,"SCHUMANN, O.",Hamburg,Hohlglasreflektor in Kuppelform.,19. Februar 1880
19,"(†) 15322. — SCHWINTZER & GRÄFF in Berlin S., Sebastianstrafse 18. Neuerungen an Hänge- und Steh-Schiebelampen, bestehend in einem gläsernen, mit leicht zerlegbarer Metallumkleidung versehenen Oelbassin mit seitlichem langen Halse. 16. Oktober 1880. — A 789.",1,15322,SCHWINTZER & GRÄFF,"Berlin S., Sebastianstrafse 18","Neuerungen an Hänge- und Steh-Schiebelampen, bestehend in einem gläsernen, mit leicht zerlegbarer Metallumkleidung versehenen Oelbassin mit seitlichem langen Halse.",16. Oktober 1880
20,"15327. — SCRAFTON, J., in Lahore, Indien; Vertreter: F. C. GLASER, Königl. Kommissionsrath in Berlin SW., Lindenstrafse 80. Lampe mit Vorrichtungen zur Verhütung eines Schattenwerfens nach unten. 23. November 1880. — A 830.",1,15327,"SCRAFTON, J.","Lahore, Indien",Lampe mit Vorrichtungen zur Verhütung eines Schattenwerfens nach unten.,23. November 1880
21,"15330. — RINCKLAKE, W., in Braunschweig, Schleinitzstrafse 6. An Rundbrennern zwei concentrisch in einander gestellte Cylinder, zwischen welchen sich die Dochthülse befindet. 30. Januar 1881. — A 772.",1,15330,"RINCKLAKE, W.","Braunschweig, Schleinitzstrafse 6","An Rundbrennern zwei concentrisch in einander gestellte Cylinder, zwischen welchen sich die Dochthülse befindet.",30. Januar 1881
22,"15384. — MUCHALL, C. W., in Wiesbaden. Brennergallerie mit Centrirungsfedern und Kombination eines Schirmreflektors mit dem äufseren Cylinder für Doppelcylinderlampen. 7. November 1880. — A 772.",1,15384,"MUCHALL, C. W.",Wiesbaden,Brenneregallerie mit Centrirungsfedern und Kombination eines Schirmreflektors mit dem äufseren Cylinder für Doppelcylinderlampen.,7. November 1880
23,"15395. — KUTH, H., in Neumünster in Holstein. Flachbrenner mit zwei oder mehr dicht nebeneinander liegenden Dochthülsen. 6. November 1880. — A 772.",1,15395,"KUTH, H.",Neumünster in Holstein,Flachbrenner mit zwei oder mehr dicht nebeneinander liegenden Dochthülsen.,6. November 1880
24,"(†) 15396. — VOLZ, W., in Backnang, Württemberg. Neuerungen an Erdöllampen zum Erhitzen von Chagrinwalzen für Lederfabrikation. 9. November 1880. — A 43. 82.",1,15396,"VOLZ, W.","Backnang, Württemberg",Neuerungen an Erdöllampen zum Erhitzen von Chagrinwalzen für Lederfabrikation.,9. November 1880
25,"15420. — SEPULCHRE L., in Herstal bei Lüttich, Belgien; Vertreter: G. A. HARDT in Köln a. Rh., Sionsthal 11. Neuerungen an Mineralöllampen und -Kochapparaten. 13. August 1880. — A 830.",1,15420,SEPULCHRE L.,"Herstal bei Lüttich, Belgien",Neuerungen an Mineralöllampen und -Kochapparaten.,13. August 1880
