id,entry,complete_patent,patent_id,name,location,description,date
1,"37993. — HINTZ, R. R., in Groſs-Lichterfelde. Vorrichtung zur selbstthätigen Regelung der Verbrennung bei Kesselfeuerungen. 12. März 1886.",1,37993,"HINTZ, R. R.",Groſs-Lichterfelde,Vorrichtung zur selbstthätigen Regelung der Verbrennung bei Kesselfeuerungen.,12. März 1886
2,"38030. — ARCHER, J. B., in Washington N. E. 26 B. Street, Kolumbien, V. St. A.; Vertreter: F. C. GLASER, Kgl. Kommissionsrath in Berlin SW., Lindenstr. 80. Gasfeuerung für Dampfkessel. 11. Mai 1886.",1,38030,"ARCHER, J. B.","Washington N. E. 26 B. Street, Kolumbien, V. St. A.",Gasfeuerung für Dampfkessel.,11. Mai 1886
3,"38034. — LOUPPE, A., in Darnétal, Dep. Seine inférieure, Frankreich; Vertreter: LENZ & SCHMIDT in Berlin W., Genthinerstr. 8. Schutzglasplatte für Wasserstandsgläser. 14. Juli 1886.",1,38034,"LOUPPE, A.","Darnétal, Dep. Seine inférieure, Frankreich",Schutzglasplatte für Wasserstandsgläser.,14. Juli 1886
4,38045. — LEIPZIGER RÖHRENDAMPFKESSEL-FABRIK BREDA & CO. in Schkeuditz. Röhrendampfkessel. 13. Februar 1886.,1,38045,LEIPZIGER RÖHRENDAMPFKESSEL-FABRIK BREDA & CO.,Schkeuditz,Röhrendampfkessel.,13. Februar 1886
5,"38073. — KARCHER, AUG., und G. VON DER HEYDT in Zeche Westhausen, Bodelschwingh, Kreis Dortmund. Neuerung an Sicherheitsvorrichtungen für Dampfkessel. (Zusatz zum Patent 35918.) 4. Mai 1886.",1,38073,"KARCHER, AUG., und G. VON DER HEYDT","Zeche Westhausen, Bodelschwingh, Kreis Dortmund",Neuerung an Sicherheitsvorrichtungen für Dampfkessel,4. Mai 1886
6,"38128. — BOUTCHER, E., und E. H. BOUTCHER in London 91 West Street, Bermondsey; Vertreter: F. E. THODE & KNOOP in Dresden, Amalienstr. 3. Röhrenrost für Dampfkessel-Feuerungen. 18. Juli 1886.",1,38128,"BOUTCHER, E. und E. H. BOUTCHER","London 91 West Street, Bermondsey",Röhrenrost für Dampfkessel-Feuerungen.,18. Juli 1886
7,"38129. — FISCHER, F. W., in Gera, Reuſs. Gesteuertes Speiseventil zur selbstthätigen Regelung der Speisung von Dampfkesseln. 18. Juli 1886.",1,38129,"FISCHER, F. W.","Gera, Reuſs",Gesteuertes Speiseventil zur selbstthätigen Regelung der Speisung von Dampfkesseln.,18. Juli 1886
8,"38162. — WICKSTEED, CH., in Kettering, Grfsch Northampton, England; Vertreter: BRYDGES & CO. in Berlin SW., Königgrätzerstr. 101. Sechskantige Röhren für Dampfkessel, Kondensatoren und ähnliche Apparate. 11. Juni 1886.",1,38162,"WICKSTEED, CH.","Kettering, Grfsch Northampton, England","Sechskantige Röhren für Dampfkessel, Kondensatoren und ähnliche Apparate.",11. Juni 1886
9,"38164. — HONIGMANN, M., in Grevenberg b. Aachen. Neuerung an der Vorrichtung zur Nutzbarmachung der Wärme des abgehenden Maschinendampfes. (Zusatz zum Patent 37622.) 4. Juli 1886.",1,38164,"HONIGMANN, M.",Grevenberg b. Aachen,Neuerung an der Vorrichtung zur Nutzbarmachung der Wärme des abgehenden Maschinendampfes.,4. Juli 1886
10,"38166. — MÖRTH, F., in Wien VII., Neubaugasse 49; Vertreter: L. PUTZRATH in Berlin SW., Dessauerstr. 33. Dampfkesselfeuerung für flüssige Kohlenwasserstoffe. 14. Juli 1886.",1,38166,"MÖRTH, F.","Wien VII., Neubaugasse 49",Dampfkesselfeuerung für flüssige Kohlenwasserstoffe.,14. Juli 1886
11,38167. — DÜSSELDORF-RATINGER RÖHRENKESSEL-FABRIK DÜRR & CO. in Ratingen. Einsetzen von Führungsplatten in Speisewasser-Vorwärmer. 15. Juli 1886.,1,38167,DÜSSELDORF-RATINGER RÖHRENKESSEL-FABRIK DÜRR & CO.,Ratingen,Einsetzen von Führungsplatten in Speisewasser-Vorwärmer.,15. Juli 1886
12,"38256. — BECKER, G., in Maesstricht, Rue derrière les Moulins; Vertreter: E. SCHULTZ in Berlin W., Köthenerstr. 14. Neuerungen an dem unter Nr. 36535 patentirten Dampfmotor mit geschlossener Feuerung. (Zusatz zum Patent 36535.) 21. Juli 1886.",1,38256,"BECKER, G.","Maesstricht, Rue derrière les Moulins",Neuerungen an dem unter Nr. 36535 patentirten Dampfmotor mit geschlossener Feuerung.,21. Juli 1886
