id,entry,complete_patent,patent_id,name,location,description,date
1,str. 141. Verfahren zum Beizen mit Zinnverbindungen. 24/7 94. — A 420.,1,NaN,NaN,NaN,Verfahren zum Beizen mit Zinnverbindungen.,24/7 94
2,"80814. Erdmann, Dr E., Halle a/S., Anhalterstr. 15. Verfahren zum Färben von Haaren und Federn. (2. Zus. z. Pat. 47349.) 25/8 94. — A 420.",1,80814,"Erdmann, Dr E.","Halle a/S., Anhalterstr. 15",Verfahren zum Färben von Haaren und Federn.,25/8 94
3,"(†) 80952. Farmer, J. S., u. J. Spenle, Salford, Engl.; Vertr.: F. Wirth u. Dr R. Wirth, Frankfurt a/M. Zuführvorrichtung für Gewebe-Spannmaschinen. 13/6 94. — A 420.",1,80952,"Farmer, J. S., u. J. Spenle","Salford, Engl.",Zuführvorrichtung für Gewebe-Spannmaschinen.,13/6 94
4,"81070. Wächter, H., Bielefeld. Anwendung alkalischer Zink- oder Zinnlösung als Waschmittel. 1/6 94. — A 421.",1,81070,"Wächter, H.",Bielefeld,Anwendung alkalischer Zink- oder Zinnlösung als Waschmittel.,1/6 94
5,"81138. Wendell, F. C., Brooklyn; Vertr.: F. C. Glaser u. L. Glaser, Berlin S.W., Lindenstr. 80. Bügelmaschine mit feststehendem aus mehreren übereinanderliegenden Theilen bestehendem Bügelkörper. 14/4 94. — A 440.",1,81138,"Wendell, F. C.",Brooklyn,Bügelmaschine mit feststehendem aus mehreren übereinanderliegenden Theilen bestehendem Bügelkörper.,14/4 94
6,"81150. Stärker, P., Chemnitz. Verfahren zum Formen und Pressen von Strumpfwaaren. 21/11 94. — A 479.",1,81150,"Stärker, P.",Chemnitz,Verfahren zum Formen und Pressen von Strumpfwaaren.,21/11 94
7,"81151. Dunker, F., Bremen, Obernstr. 18. Vorrichtung zum selbstthätigen Abschlagen des Gewebes beim Abwickeln eines Waarenballens. 23/11 94. — A 479.",1,81151,"Dunker, F.","Bremen, Obernstr. 18",Vorrichtung zum selbstthätigen Abschlagen des Gewebes beim Abwickeln eines Waarenballens.,23/11 94
8,"81220. Rucks, F. B., & Sohn, Glauchau. Plattenhalter für Oefen zum Erhitzen von Preßplatten. 13/10 94. — A 479.",1,81220,"Rucks, F. B., & Sohn",Glauchau,Plattenhalter für Oefen zum Erhitzen von Preßplatten.,13/10 94
9,"81280. Weidinger, C. A., Wien u. Manchester; Vertr.: C. R. Walder, Berlin S.W., Großbeerenstr. 96. Maschine zum Reinigen der in den Zeugdruck-Maschinen benutzten Druckunterlagen. 6/12 94. — A 479.",1,81280,"Weidinger, C. A.",Wien u. Manchester,Maschine zum Reinigen der in den Zeugdruck-Maschinen benutzten Druckunterlagen.,6/12 94
10,"81353. Schirp, H., u. A. Köhne, Barmen. Färb-, Imprägnir-, Wasch- und Spülmaschine. 22/5 94. — A 498.",1,81353,"Schirp, H., u. A. Köhne",Barmen,"Färb-, Imprägnir-, Wasch- und Spülmaschine.",22/5 94
