id,entry,complete_patent,patent_id,name,location,description,date
1,"149099. Hartmann & Braun, Akt.-Ges., Frankfurt a/M.-Bockenheim. Anordnung zur Verhinderung von Stehfeuer zwischen Schalterleitungen. 28/1 02. — A 620.",1,149099,"Hartmann & Braun, Akt.-Ges.",Frankfurt a/M.-Bockenheim,Anordnung zur Verhinderung von Stehfeuer zwischen Schalterleitungen.,28/1 02
2,"149100. The Johnson—Lundell Electric Traction Company Ltd, London; Vertr.: P. Müller, Pat.-Anw., Berlin S.W. 11. Schaltungsweise zur Regelung mehrerer elektrischer Motoren mit Verbundfeldwicklung. 25/10 02. — A 689.",1,149100,The Johnson—Lundell Electric Traction Company Ltd,London,Schaltungsweise zur Regelung mehrerer elektrischer Motoren mit Verbundfeldwicklung.,25/10 02
3,"149101. Accumulatoren-Werke System Pollak Akt.-Ges., Frankfurt a/M. Einrichtung für elektrische Zugbeleuchtung mit durchgehenden Hauptleitungen und zwei Sammlergruppen. 7/4 03. — A 690.",1,149101,Accumulatoren-Werke System Pollak Akt.-Ges.,Frankfurt a/M,Einrichtung für elektrische Zugbeleuchtung mit durchgehenden Hauptleitungen und zwei Sammlergruppen.,7/4 03
4,"149238. Allgemeine Elektricitäts-Gesellschaft, Berlin. Verfahren, Leitungen für Elektrizität, Gas udgl. selbsttätig zu gewünschten Zeiten durch die ablaufende Aufzugswelle einer Weckeruhr zu unterbrechen oder herzustellen. 14/11 02. — A 690.",1,149238,Allgemeine Elektricitäts-Gesellschaft,Berlin,"Verfahren, Leitungen für Elektrizität, Gas udgl. selbsttätig zu gewünschten Zeiten durch die ablaufende Aufzugswelle einer Weckeruhr zu unterbrechen oder herzustellen.",14/11 02
5,"149239. Allgemeine Elektricitäts-Gesellschaft, Berlin. Zeitstromschließer. 2/5 03. — A 690.",1,149239,Allgemeine Elektricitäts-Gesellschaft,Berlin,Zeitstromschließer.,2/5 03
6,"149240. Tenner, Armin, Fa., Berlin. Zeitstromschließer. 26/6 03. — A 690.",1,149240,"Tenner, Armin, Fa.",Berlin,Zeitstromschließer.,26/6 03
7,"149332. Thomas, Adolf, Deuben b/Dresden. Freileitungssicherung für elektrische Starkstromanlagen. 9/11 02. — A 657.",1,149332,"Thomas, Adolf",Deuben b/Dresden,Freileitungssicherung für elektrische Starkstromanlagen.,9/11 02
8,"149386. Stuart, Harve Reed, Pittsburg, Penns., V. St. A.; Vertr.: H. C. Schmidt, Pat.-Anw., Berlin S.W. 61. Regler zum Ändern der zugeführten elektromotorischen Kraft bei mehrphasigen Elektromotoren. 30/10 02. — A 743.",1,149386,"Stuart, Harve Reed","Pittsburg, Penns., V. St. A.",Regler zum Ändern der zugeführten elektromotorischen Kraft bei mehrphasigen Elektromotoren.,30/10 02
9,"149408. Adler, Abraham Sanford, New-York; Vertr.: Fr. Meffert u. Dr L. Sell, Pat.-Anwälte, Berlin N.W. 7. Anordnung zur Regelung eines Gleichstromnetzes. 27/5 03. — A 744.",1,149408,"Adler, Abraham Sanford",New-York,Anordnung zur Regelung eines Gleichstromnetzes.,27/5 03
10,"149504. Siemens & Halske Akt.-Ges., Berlin. Kupplung für elektrische Leitungen, deren gleiche Kupplungshälften unter sich gleiche Kontaktstücke besitzen. 18/7 02. — A 657.",1,149504,Siemens & Halske Akt.-Ges.,Berlin,"Kupplung für elektrische Leitungen, deren gleiche Kupplungshälften unter sich gleiche Kontaktstücke besitzen.",18/7 02
11,"149608 (†). Lomax, Henry, Ralph Lomax u. John Tomlinson, Darwen, Engl.; Vertr.: H. Betsche, Pat.-Anw., Berlin S. 14. Elektrischer Stromschalter; Zus. z. Pat. 137435. 16/12 02. — A 745.",1,149608,"Lomax, Henry, Ralph Lomax u. John Tomlinson","Darwen, Engl.",Elektrischer Stromschalter,16/12 02
12,"149609. Elektrizitäts-Akt.-Ges. vorm. Schuckert & Co., Nürnberg. Verfahren zum selbsttätigen Anlassen oder Bremsen von Elektromotoren mittels Relais. 8/2 03. — A 745.",1,149609,Elektrizitäts-Akt.-Ges. vorm. Schuckert & Co.,Nürnberg,Verfahren zum selbsttätigen Anlassen oder Bremsen von Elektromotoren mittels Relais.,8/2 03
13,"149610. Akt.-Ges. Brown, Boveri & Co., Baden, Schweiz, u. Mannheim. Selbsttätiger Stromregler für elektrische Beleuchtungsanlagen. 26/4 03. — A 745.",1,149610,"Akt.-Ges. Brown, Boveri & Co.","Baden, Schweiz, u. Mannheim",Selbsttätiger Stromregler für elektrische Beleuchtungsanlagen.,26/4 03
14,"149611. Akt.-Ges. Brown, Boveri & Co., Baden, Schweiz, u. Mannheim. Selbsttätiger Stromregler für elektrische Beleuchtungsanlagen. 28/4 03. — A 746.",1,149611,"Akt.-Ges. Brown, Boveri & Co.","Baden, Schweiz, u. Mannheim",Selbsttätiger Stromregler für elektrische Beleuchtungsanlagen.,28/4 03
15,"149660. Zipernowsky, Franz, Budapest; Vertr.: C. Gronert u. W. Zimmermann, Pat.-Anwälte, Berlin N.W. 6. Mit einem Elektrizitäts- oder Zeitzähler vereinigter selbsttätiger Ausschalter. 15/4 02. — A 719.",1,149660,"Zipernowsky, Franz",Budapest,Mit einem Elektrizitäts- oder Zeitzähler vereinigter selbsttätiger Ausschalter.,15/4 02
16,"149682. Schomburg jr, Hermann, Margarethenhütte b/Bauzen. Isolator, bestehend aus mehreren miteinander vereinigten Einzelisolatoren oder Elementen. 7/2 03. — A 690.",1,149682,"Schomburg jr, Hermann",Margarethenhütte b/Bauzen,"Isolator, bestehend aus mehreren miteinander vereinigten Einzelisolatoren oder Elementen.",7/2 03
17,"149759. Jones, Frank, Liverpool; Vertr.: Dr S. Hamburger, Pat.-Anw., Berlin W. 8. Untergrundleitung zur Verteilung elektrischer Energie für Licht- und Kraftzwecke. 3/9 01. — A 657.",1,149759,"Jones, Frank",Liverpool,Untergrundleitung zur Verteilung elektrischer Energie für Licht- und Kraftzwecke.,3/9 01
18,"149760. Felten & Guilleaume Carlswerk Akt. = Ges., Mülheim a/Rh. Verfahren zum Befestigen von biegsamen elektrischen Leitungen in festen Endstücken. 1/11 02. — A 719.",1,149760,Felten & Guilleaume Carlswerk Akt. = Ges.,Mülheim a/Rh.,Verfahren zum Befestigen von biegsamen elektrischen Leitungen in festen Endstücken.,1/11 02
19,"149779. Elektrizitäts-Akt.-Ges. vorm. W. Lahmeyer & Co., Frankfurt a/M. Überspannungssicherung. 17/3 03. — A 826.",1,149779,Elektrizitäts-Akt.-Ges. vorm. W. Lahmeyer & Co.,Frankfurt a/M,Überspannungssicherung.,17/3 03
20,"149896. Heyß, William George, Manchester; Vertr.: C. Schmatolla, Pat.-Anw., Berlin S.W. 11. Ladeschalter für Sammlerbatterien. 20/3 03. — A 871.",1,149896,"Heyß, William George",Manchester,Ladeschalter für Sammlerbatterien.,20/3 03
21,"149939. Kabelfabrik Akt.-Ges., Wien; Vertr.: C. Fehlert, G. Loubier, Fr. Harmsen u. A. Büttner, Pat.-Anwälte, Berlin N.W. 7. Luftraumkabel mit vier Leitern. 11/4 02. — A 826.",1,149939,Kabelfabrik Akt.-Ges.,Wien,Luftraumkabel mit vier Leitern.,11/4 02
22,"150019. Schütz, Wilhelm, Cassel, Rotendittmolderstr. 23. Glasman; Zus. z. Pat. 147973. 9/8 03. — A 787.",1,150019,"Schütz, Wilhelm","Cassel, Rotendittmolderstr. 23",Glasman,9/8 03
23,"150044. Kolkin, Tobias L., Dresden, Franklinstr. 22. Antriebsvorrichtung für elektrische Stromerzeuger zur Erzielung eines gleichmäßigen Antriebes bei verringerter oder unterbrochener Antriebskraft. 19/10 02. — A 826.",1,150044,"Kolkin, Tobias L.","Dresden, Franklinstr. 22",Antriebsvorrichtung für elektrische Stromerzeuger zur Erzielung eines gleichmäßigen Antriebes bei verringerter oder unterbrochener Antriebskraft.,19/10 02
24,"150208. Voigt & Haeffner, Akt.-Ges., Frankfurt a/M.-Bockenheim. Anordnung zur selbſtſtätigen Auslösung von Hochspannungsschaltern vermittels eines Transformators. 5/12 02. — A 787.",1,150208,"Voigt & Haeffner, Akt.-Ges.",Frankfurt a/M.-Bockenheim,Anordnung zur selbſtſtätigen Auslösung von Hochspannungsschaltern vermittels eines Transformators.,5/12 02
25,"150370 (†). Bogni, Giovanni, Sesto-Calende, Ital.; Vertr.: A. Zeisig, Pat.-Anw., Stuttgart. Klemmvorrichtung für Leiter beliebiger Stärke. 12/7 02. — A 826.",1,150370,"Bogni, Giovanni","Sesto-Calende, Ital.",Klemmvorrichtung für Leiter beliebiger Stärke.,12/7 02
26,"150498. Traun, Dr Heinrich, & Söhne vormals Harburger Gummi-Kamm Co, Hamburg. Verfahren zur Herstellung einer Schutzbekleidung für elektrische Kabel oder Leitungsrohre. 6/12 02. — A 826.",1,150498,"Traun, Dr Heinrich, & Söhne vormals Harburger Gummi-Kamm Co",Hamburg,Verfahren zur Herstellung einer Schutzbekleidung für elektrische Kabel oder Leitungsrohre.,6/12 02
27,"150499. Wilhelmi, Clara, geb. Bitiler, Neustadt a/Haardt. Verfahren zum Abdecken elektrischer Kabel oder anderer Leitungen durch mit einem Füllstoff gefüllte Hüllen. 14/3 03. — A 826.",1,150499,"Wilhelmi, Clara, geb. Bitiler",Neustadt a/Haardt,Verfahren zum Abdecken elektrischer Kabel oder anderer Leitungen durch mit einem Füllstoff gefüllte Hüllen.,14/3 03
28,"150545. Kabelwerk Rheydt, Akt.-Ges., Rheydt. Fernsprechkabel. 27/9 01. — A 914.",1,150545,"Kabelwerk Rheydt, Akt.-Ges.",Rheydt,Fernsprechkabel.,27/9 01
29,"150593. Voigt & Haeffner Akt.-Ges., Frankfurt a/M.-Bockenheim. Elektromagnetischer Wendeanlasser für Nebenschlußmotoren. 27/8 03. — A 971.",1,150593,Voigt & Haeffner Akt.-Ges.,Frankfurt a/M.-Bockenheim,Elektromagnetischer Wendeanlasser für Nebenschlußmotoren.,27/8 03
30,"150637. Borg, Carl, Leipzig, Gerberstr. 19/27. Steckdose für elektrische Leitungen. 16/12 02. — A 914.",1,150637,"Borg, Carl","Leipzig, Gerberstr. 19/27",Steckdose für elektrische Leitungen.,16/12 02
31,"150735. Siemens-Schuckert Werke, G. m. b. H., Berlin. Sicherungsvorrichtung für mehrphasenstromleitungen. 19/6 03. — A 914.",1,150735,"Siemens-Schuckert Werke, G. m. b. H.",Berlin,Sicherungsvorrichtung für mehrphasenstromleitungen.,19/6 03
32,"150777. Allgemeine Elektricitäts-Gesellschaft, Berlin. Selbsttätige Regelungsvorrichtung für Verteilungsnetze mit schwankendem Stromverbrauch. 12/503. — A 971.",1,150777,Allgemeine Elektricitäts-Gesellschaft,Berlin,Selbsttätige Regelungsvorrichtung für Verteilungsnetze mit schwankendem Stromverbrauch.,NaN
33,"150853. Beau, Henri, Paris u. Cipriano Portillo, Madrid; Vertr.: M. Mink, Pat.-Anw., Berlin W. 64. Vorrichtung zur Stromzuführung mit Hilfe von die Isolierung der Stromleitung durchstechenden Spitzen. 3/7 02. — A 972.",1,150853,"Beau, Henri und Cipriano Portillo",Paris und Madrid,Vorrichtung zur Stromzuführung mit Hilfe von die Isolierung der Stromleitung durchstechenden Spitzen.,3/7 02
34,"150854. Pupin, Michael J., New-York; Vertr.: A. du Bois-Reymond u. Max Wagner, Pat.-Anwälte, Berlin N.W. 6. Fernsprechleitung mit zur Ausgleichung der Kapazität in die Hin- und in die Rückleitung eingeschalteten Selbstinduktionsspulen. 31/7 02. — A 943.",1,150854,"Pupin, Michael J.",New-York,Fernsprechleitung mit zur Ausgleichung der Kapazität in die Hin- und in die Rückleitung eingeschalteten Selbstinduktionsspulen.,31/7 02
35,"150912. Allgemeine Elektricitäts-Gesellschaft, Berlin. Elektrischer Schalter mit unter Öl liegender Stromschlußstelle. 19/8 03. — A 1056.",1,150912,Allgemeine Elektricitäts-Gesellschaft,Berlin,Elektrischer Schalter mit unter Öl liegender Stromschlußstelle.,19/8 03
36,"151011. Gola, Giovanni, Genua; Vertr.: F. C. Glaser, L. Glaser, O. Hering u. C. Peitz, Pat.-Anwälte, Berlin S.W. 68. Blitzableiter für Freileitungen. 1/12 01. — A 1092.",1,151011,"Gola, Giovanni",Genua,Blitzableiter für Freileitungen.,1/12 01
37,"151012. Felten & Guilleaume Carlswerk Akt. = Ges., Mülheim a/Rh. Verfahren zum Vereinigen eines Kupferstückes mit einer Kupferdrahtlitze für elektrische Leitungen. 21/6 02. — A 972.",1,151012,Felten & Guilleaume Carlswerk Akt. = Ges.,Mülheim a/Rh.,Verfahren zum Vereinigen eines Kupferstückes mit einer Kupferdrahtlitze für elektrische Leitungen.,21/6 02
